Geography Type Description,Geography Name,Sits in State,GeoID,Formatted GeoID,Jobs within 45 Minutes Auto Travel Time,Data Time Period,Geographic Vintage,Data Source,Selected Location
GeoID_Description,GeoID_Name,SitsinState,GeoID,GeoID_Formatted,d5ar,TimeFrame,GeoVintage,Source,Location
Block Group,1.70318E+11,IL,1.70318E+11,170318036054,264966,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036061,274575,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036062,247867,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036063,286400,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036064,268264,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036071,231514,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036072,257152,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036073,286217,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036074,281238,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036081,173763,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036082,180982,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036083,238583,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036101,207570,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036102,213754,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036103,185506,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036104,217881,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036111,230132,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036112,242222,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036113,238180,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036114,239823,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036115,239259,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036121,252533,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318036122,236908,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318037011,281935,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318037012,220640,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318037021,287152,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318037022,264605,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318037023,244888,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318037024,248324,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318038001,271613,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318038002,268324,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318038003,271964,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318038004,287839,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318039011,303571,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318039012,295381,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318039021,284748,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318039022,290602,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318039023,305610,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318040001,285916,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318040002,294480,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318041021,209275,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318041022,190796,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318041023,251120,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318041041,168171,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318041042,161544,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318041043,159353,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318041051,167943,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318041052,201677,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318041053,196153,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318041061,290919,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318041062,289543,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318041063,272036,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318041064,313887,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318041081,286913,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318041082,315262,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318041091,321953,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318041092,283827,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318042011,155286,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318042012,150072,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318042013,195244,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318042014,177872,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318042021,166692,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318042022,179227,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318042023,162220,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318042024,161230,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043051,173001,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043052,197851,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043053,195459,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043054,191280,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043061,173403,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043062,179306,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043063,173618,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043064,185474,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043081,204779,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043082,191543,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043083,212695,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043091,203939,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043092,173610,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043101,179344,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043102,163436,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043103,171432,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043104,198054,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043111,211771,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318043112,178727,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318044031,178633,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318044032,195853,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318044033,186670,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318044041,170344,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318044042,175837,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318044043,180754,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318044044,175818,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318044051,156687,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318044052,158254,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318044061,127873,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318044062,164300,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318044063,183455,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045051,185037,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045052,209995,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045053,189981,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045061,179258,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045062,189514,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045063,191774,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045071,168394,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045072,151833,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045073,189779,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045074,161593,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045081,175345,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045091,211346,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045092,196297,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045093,198134,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045094,218738,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045101,225036,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045102,214840,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045103,228357,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045104,214020,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045111,233701,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318045112,236932,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046031,308645,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046032,315545,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046033,274174,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046061,326769,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046062,303957,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046063,337193,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046064,304457,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046071,347178,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046072,262883,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046073,345060,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046074,304886,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046081,286562,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046082,251352,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046083,245819,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046091,261040,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046092,299540,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046093,305343,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046101,292376,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046102,273611,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046111,271981,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046112,251697,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318046113,284558,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047011,233244,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047012,214768,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047013,218193,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047014,236193,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047051,198677,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047052,207549,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047053,208310,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047061,212309,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047062,213202,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047091,241939,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047092,210358,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047093,218287,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047094,241221,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047095,224984,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047101,197687,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047102,206006,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047103,205974,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047104,203323,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047111,213524,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047112,221639,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047113,208926,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047114,203889,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047121,215656,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047122,197726,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047123,195855,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047131,264027,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047132,274202,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047133,260545,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047134,228677,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047141,282865,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047142,274297,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047143,207763,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047151,220992,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047152,218391,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047161,190506,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047162,188116,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318047163,213695,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048031,265206,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048032,263051,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048033,287861,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048041,225439,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048042,248541,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048043,220821,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048044,269255,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048051,208551,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048052,211953,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048053,204401,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048054,205878,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048061,232195,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048062,237462,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048063,231593,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048071,223027,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048072,224611,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048073,251134,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048074,230789,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048081,213342,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048082,210309,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048083,209076,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048091,229700,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048092,254551,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048093,254350,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048101,232132,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048102,225345,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048103,243657,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318048104,238982,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318049011,308584,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318049012,326650,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318049013,308881,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318049014,279802,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318049015,283812,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318049016,298404,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318049021,301878,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318049022,295353,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318049023,288103,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318049024,296301,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318049025,328685,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318050011,281201,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318050012,287176,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318050013,283530,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318050014,276865,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318050021,317587,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318050022,331347,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318050023,321740,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318050024,319030,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318050025,320552,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051051,345414,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051052,325711,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051053,328181,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051054,357983,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051061,321402,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051062,312056,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051071,341263,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051072,355595,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051073,342155,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051074,355353,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051075,326492,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051081,318268,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051082,344280,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051083,311709,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051084,313857,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051091,301170,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051092,326324,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051093,293029,2021,2010,EPA Smart Location Database,Illinois (State)
Block Group,1.70318E+11,IL,1.70318E+11,170318051101,309601,2021,2010,EPA Smart Location Database,Illinois (State)
